customer_id,transaction_date,amount
CUST0027,2026-08-14,1337.58
CUST0016,2026-08-09,2077.2
CUST0047,2026-08-15,1146.15
CUST0386,2026-08-05,569.36
CUST0161,2026-04-29,796.69
CUST0112,2026-08-02,967.73
CUST0084,2026-08-11,2921.85
CUST0135,2026-05-13,909.25
CUST0112,2026-08-02,1752.2
CUST0004,2026-07-28,1154.69
CUST0112,2026-07-31,2200.39
CUST0197,2026-04-07,347.15
CUST0042,2026-08-03,1963.66
CUST0179,2026-03-21,1147.38
CUST0017,2026-08-06,2641.32
CUST0241,2026-02-03,414.81
CUST0131,2026-01-31,1142.65
CUST0065,2026-08-14,2273.13
CUST0441,2026-04-10,313.0
CUST0139,2026-04-09,428.56
CUST0079,2026-08-05,853.22
CUST0388,2026-08-13,270.82
CUST0164,2026-02-15,855.5
CUST0081,2026-08-11,2043.73
CUST0053,2026-08-03,2154.63
CUST0032,2026-08-06,1553.55
CUST0005,2026-08-01,1170.24
CUST0077,2026-08-10,2728.63
CUST0186,2026-03-01,1121.6
CUST0127,2026-04-13,1101.05
CUST0214,2026-04-21,661.82
CUST0088,2026-08-13,2478.94
CUST0249,2026-05-05,685.37
CUST0079,2026-08-01,1060.34
CUST0196,2026-02-10,687.89
CUST0047,2026-08-06,1083.51
CUST0064,2026-07-30,1192.58
CUST0098,2026-08-06,1669.96
CUST0064,2026-08-06,1365.14
CUST0420,2026-03-21,278.83
CUST0395,2026-08-11,159.55
CUST0117,2026-08-11,2367.77
CUST0172,2026-05-05,906.96
CUST0175,2026-04-08,1136.23
CUST0104,2026-08-03,2127.68
CUST0021,2026-08-15,830.08
CUST0114,2026-08-14,1932.3
CUST0196,2026-04-01,677.86
CUST0112,2026-08-10,2169.16
CUST0090,2026-08-11,2117.75
CUST0497,2026-05-21,283.8
CUST0042,2026-08-13,2331.84
CUST0063,2026-08-06,2780.05
CUST0070,2026-08-12,1617.1
CUST0046,2026-08-07,1660.57
CUST0070,2026-08-11,824.27
CUST0061,2026-08-08,1941.98
CUST0188,2026-05-11,675.9
CUST0490,2026-05-05,54.97
CUST0338,2026-08-14,481.76
CUST0033,2026-08-15,2713.77
CUST0038,2026-08-04,1254.13
CUST0005,2026-08-14,1905.89
CUST0156,2026-05-13,348.95
CUST0049,2026-08-01,2548.58
CUST0040,2026-07-28,2109.17
CUST0110,2026-08-08,2199.1
CUST0077,2026-08-10,1707.77
CUST0217,2026-04-19,925.19
CUST0049,2026-08-04,868.87
CUST0223,2026-03-12,706.57
CUST0477,2026-06-07,199.92
CUST0348,2026-08-08,393.26
CUST0123,2026-04-20,663.24
CUST0048,2026-08-10,1423.35
CUST0093,2026-08-07,865.27
CUST0112,2026-08-04,2913.38
CUST0093,2026-07-30,1050.44
CUST0036,2026-08-02,1444.93
CUST0159,2026-03-24,1094.62
CUST0082,2026-07-30,1995.78
CUST0247,2026-02-12,419.64
CUST0080,2026-08-09,1343.35
CUST0033,2026-08-02,1318.99
CUST0383,2026-08-04,161.72
CUST0127,2026-04-07,517.82
CUST0065,2026-08-09,2499.77
CUST0315,2026-08-03,537.95
CUST0012,2026-08-11,1205.53
CUST0004,2026-08-10,1804.38
CUST0047,2026-08-10,1946.77
CUST0040,2026-07-29,2558.71
CUST0129,2026-03-16,789.83
CUST0004,2026-08-07,2363.46
CUST0245,2026-04-25,686.71
CUST0457,2026-05-19,193.76
CUST0065,2026-08-15,2110.65
CUST0075,2026-08-08,2446.02
CUST0004,2026-08-02,1886.35
CUST0054,2026-07-29,2707.47
CUST0087,2026-08-05,2232.52
CUST0238,2026-01-28,1165.45
CUST0203,2026-04-14,327.02
CUST0086,2026-08-11,2941.61
CUST0048,2026-08-14,1552.12
CUST0109,2026-08-09,1565.81
CUST0186,2026-05-05,713.21
CUST0109,2026-08-05,2730.82
CUST0455,2026-04-20,254.16
CUST0002,2026-08-10,1257.47
CUST0144,2026-04-03,1190.3
CUST0017,2026-08-01,983.23
CUST0095,2026-08-08,2604.03
CUST0021,2026-07-30,1628.83
CUST0210,2026-04-19,1025.38
CUST0092,2026-08-10,956.05
CUST0073,2026-08-11,905.23
CUST0118,2026-08-08,2254.23
CUST0197,2026-05-11,421.91
CUST0028,2026-08-11,2961.23
CUST0141,2026-05-15,804.61
CUST0115,2026-08-15,1221.5
CUST0384,2026-08-09,221.18
CUST0237,2026-03-02,552.54
CUST0270,2026-08-01,460.19
CUST0219,2026-04-05,476.62
CUST0123,2026-05-12,793.01
CUST0148,2026-03-12,1145.16
CUST0098,2026-08-11,1842.81
CUST0276,2026-08-10,274.9
CUST0023,2026-08-01,2526.27
CUST0212,2026-05-02,496.1
CUST0018,2026-07-28,2509.72
CUST0142,2026-04-19,465.1
CUST0045,2026-07-28,1927.91
CUST0107,2026-07-31,1647.26
CUST0106,2026-08-15,2846.38
CUST0108,2026-08-08,1829.94
CUST0103,2026-07-31,2299.85
CUST0125,2026-03-14,405.36
CUST0027,2026-08-08,1749.65
CUST0355,2026-08-08,371.99
CUST0091,2026-07-30,942.31
CUST0027,2026-08-14,2027.03
CUST0170,2026-05-03,479.55
CUST0092,2026-08-03,1860.49
CUST0049,2026-08-05,2607.33
CUST0078,2026-08-14,2118.61
CUST0356,2026-08-07,222.78
CUST0050,2026-08-11,2964.75
CUST0157,2026-04-05,708.22
CUST0325,2026-08-08,206.14
CUST0092,2026-07-29,1596.08
CUST0233,2026-02-18,414.25
CUST0049,2026-08-12,1737.6
CUST0145,2026-03-18,393.31
CUST0082,2026-08-15,1951.46
CUST0128,2026-03-31,1120.05
CUST0080,2026-07-27,2245.3
CUST0041,2026-07-30,2249.32
CUST0489,2026-06-28,381.93
CUST0113,2026-07-30,2912.3
CUST0222,2026-05-07,633.02
CUST0110,2026-08-04,2163.42
CUST0081,2026-08-07,848.48
CUST0061,2026-08-13,1993.2
CUST0059,2026-08-05,2732.73
CUST0320,2026-08-13,263.14
CUST0442,2026-06-09,146.45
CUST0059,2026-08-10,1763.98
CUST0213,2026-05-02,1112.43
CUST0194,2026-05-07,941.56
CUST0216,2026-04-09,1188.6
CUST0054,2026-07-28,2296.5
CUST0061,2026-08-10,2811.32
CUST0327,2026-08-01,539.21
CUST0418,2026-06-24,62.76
CUST0009,2026-08-14,1570.17
CUST0095,2026-07-27,2203.33
CUST0146,2026-03-17,1022.7
CUST0107,2026-08-07,1847.13
CUST0047,2026-08-11,2737.92
CUST0031,2026-08-08,2326.18
CUST0366,2026-08-11,536.31
CUST0081,2026-08-05,2919.47
CUST0083,2026-08-13,1032.04
CUST0118,2026-07-27,2190.75
CUST0038,2026-07-30,1866.51
CUST0412,2026-04-22,167.71
CUST0025,2026-08-02,1526.22
CUST0027,2026-08-09,1508.57
CUST0228,2026-02-04,642.86
CUST0206,2026-04-24,760.47
CUST0059,2026-08-10,1499.85
CUST0221,2026-02-05,800.82
CUST0023,2026-07-28,2786.93
CUST0109,2026-08-08,1089.34
CUST0085,2026-08-05,2963.75
CUST0023,2026-08-14,1566.16
CUST0246,2026-02-01,995.4
CUST0143,2026-02-03,313.96
CUST0191,2026-05-10,752.18
CUST0050,2026-07-30,1000.56
CUST0229,2026-02-12,1038.44
CUST0017,2026-08-11,1445.06
CUST0120,2026-08-08,1351.03
CUST0088,2026-07-28,2795.83
CUST0488,2026-05-05,52.16
CUST0034,2026-07-28,1346.1
CUST0109,2026-08-15,2425.86
CUST0117,2026-08-12,2432.17
CUST0202,2026-03-06,506.99
CUST0006,2026-08-10,1677.41
CUST0465,2026-06-26,151.81
CUST0058,2026-07-30,866.85
CUST0070,2026-08-09,2161.69
CUST0072,2026-07-30,946.63
CUST0063,2026-07-29,1136.56
CUST0099,2026-07-28,1583.61
CUST0047,2026-08-05,1302.98
CUST0222,2026-01-31,1172.39
CUST0222,2026-05-14,656.34
CUST0021,2026-07-27,2126.12
CUST0462,2026-03-25,352.04
CUST0093,2026-08-03,2625.09
CUST0220,2026-03-20,422.12
CUST0022,2026-08-14,1587.96
CUST0491,2026-05-09,398.4
CUST0141,2026-04-20,927.55
CUST0149,2026-05-11,538.17
CUST0046,2026-07-29,978.3
CUST0173,2026-03-25,1196.76
CUST0069,2026-07-27,1766.93
CUST0092,2026-08-08,1325.48
CUST0121,2026-05-12,600.64
CUST0182,2026-01-29,368.09
CUST0176,2026-05-01,888.05
CUST0062,2026-08-14,1399.77
CUST0234,2026-04-07,449.47
CUST0075,2026-08-02,2508.18
CUST0113,2026-07-30,1157.94
CUST0002,2026-08-07,835.13
CUST0139,2026-04-14,319.93
CUST0156,2026-02-25,399.06
CUST0191,2026-04-05,536.11
CUST0092,2026-08-15,1545.49
CUST0114,2026-07-27,999.59
CUST0106,2026-08-05,2891.7
CUST0120,2026-08-06,2579.34
CUST0167,2026-02-17,475.65
CUST0102,2026-08-09,897.16
CUST0241,2026-04-25,572.55
CUST0028,2026-07-28,840.13
CUST0081,2026-08-06,2621.31
CUST0232,2026-02-23,726.99
CUST0116,2026-08-13,1009.12
CUST0027,2026-08-04,1313.08
CUST0074,2026-08-03,2081.33
CUST0113,2026-07-29,2497.58
CUST0130,2026-05-12,1019.75
CUST0099,2026-08-07,2964.83
CUST0155,2026-05-13,1196.07
CUST0080,2026-08-12,2484.13
CUST0117,2026-07-27,1306.92
CUST0006,2026-07-31,2556.36
CUST0179,2026-03-23,835.69
CUST0050,2026-08-04,871.56
CUST0076,2026-08-08,1342.69
CUST0009,2026-07-30,2988.01
CUST0151,2026-02-11,906.83
CUST0104,2026-08-02,1818.98
CUST0067,2026-08-12,2721.34
CUST0145,2026-03-31,359.82
CUST0023,2026-08-11,2552.24
CUST0029,2026-08-10,1706.05
CUST0171,2026-03-20,830.95
CUST0083,2026-08-01,2735.08
CUST0032,2026-08-01,1433.45
CUST0037,2026-08-04,1282.92
CUST0144,2026-05-14,717.81
CUST0229,2026-04-10,494.7
CUST0197,2026-04-27,1153.43
CUST0093,2026-08-11,1426.04
CUST0107,2026-08-07,915.18
CUST0021,2026-07-29,2972.01
CUST0037,2026-08-05,1370.73
CUST0089,2026-07-27,1462.78
CUST0052,2026-08-15,2613.93
CUST0428,2026-05-01,351.23
CUST0084,2026-08-03,2793.52
CUST0088,2026-08-14,1783.52
CUST0264,2026-08-03,452.52
CUST0181,2026-05-17,696.05
CUST0079,2026-07-31,1246.46
CUST0009,2026-08-15,1993.59
CUST0268,2026-08-10,144.08
CUST0100,2026-07-28,1163.53
CUST0021,2026-08-11,2999.38
CUST0397,2026-08-11,474.01
CUST0301,2026-08-08,501.2
CUST0168,2026-02-15,448.77
CUST0141,2026-01-31,919.77
CUST0192,2026-04-30,338.75
CUST0341,2026-08-03,173.01
CUST0374,2026-08-03,472.41
CUST0023,2026-08-10,1792.0
CUST0148,2026-03-17,1016.62
CUST0170,2026-02-23,524.7
CUST0109,2026-08-01,2286.28
CUST0044,2026-08-11,2529.96
CUST0151,2026-04-28,1112.78
CUST0248,2026-05-16,912.43
CUST0272,2026-08-02,301.11
CUST0105,2026-08-14,1489.37
CUST0167,2026-04-04,918.34
CUST0064,2026-08-15,1276.83
CUST0103,2026-08-14,813.4
CUST0021,2026-08-10,2889.56
CUST0048,2026-08-03,2515.66
CUST0077,2026-08-08,1192.42
CUST0022,2026-08-07,1084.15
CUST0199,2026-03-07,1113.82
CUST0023,2026-08-14,1571.29
CUST0340,2026-08-13,413.83
CUST0144,2026-03-20,935.97
CUST0005,2026-08-13,815.29
CUST0200,2026-04-25,490.01
CUST0067,2026-08-13,1673.36
CUST0137,2026-03-01,450.24
CUST0132,2026-05-17,1131.62
CUST0232,2026-05-09,802.09
CUST0017,2026-07-30,1022.47
CUST0038,2026-08-11,840.46
CUST0288,2026-08-15,168.68
CUST0101,2026-08-15,2037.97
CUST0400,2026-08-14,126.41
CUST0230,2026-03-30,814.45
CUST0075,2026-08-01,1002.12
CUST0063,2026-08-11,1464.53
CUST0229,2026-02-14,361.3
CUST0029,2026-08-12,1505.41
CUST0126,2026-04-12,953.15
CUST0184,2026-02-12,1003.85
CUST0140,2026-05-01,1071.58
CUST0158,2026-04-08,507.72
CUST0291,2026-08-08,339.35
CUST0056,2026-08-04,1782.01
CUST0008,2026-07-27,1965.23
CUST0131,2026-03-16,563.14
CUST0066,2026-08-13,1218.71
CUST0068,2026-08-07,2615.44
CUST0134,2026-05-12,798.03
CUST0040,2026-08-09,967.05
CUST0048,2026-07-30,2496.17
CUST0013,2026-08-06,2176.89
CUST0088,2026-08-03,2777.46
CUST0131,2026-05-07,838.96
CUST0069,2026-07-27,1182.26
CUST0222,2026-03-25,598.22
CUST0210,2026-05-08,792.03
CUST0132,2026-02-28,552.93
CUST0480,2026-03-31,186.22
CUST0366,2026-08-06,559.6
CUST0046,2026-07-29,1889.32
CUST0168,2026-01-29,1156.3
CUST0011,2026-08-14,1006.76
CUST0096,2026-08-04,1449.09
CUST0492,2026-03-21,238.38
CUST0055,2026-08-11,2679.65
CUST0414,2026-03-19,112.86
CUST0118,2026-08-09,1815.78
CUST0345,2026-08-09,512.4
CUST0002,2026-07-30,1369.32
CUST0124,2026-02-05,361.5
CUST0012,2026-08-09,987.76
CUST0065,2026-08-12,1773.3
CUST0067,2026-08-13,1181.75
CUST0213,2026-02-20,800.92
CUST0204,2026-03-13,690.93
CUST0033,2026-08-07,1051.39
CUST0463,2026-04-13,355.9
CUST0056,2026-07-27,1393.45
CUST0069,2026-08-01,2964.09
CUST0483,2026-05-31,148.89
CUST0183,2026-05-16,964.98
CUST0024,2026-08-10,1883.76
CUST0041,2026-07-29,2439.14
CUST0178,2026-03-16,1186.36
CUST0109,2026-08-01,1526.53
CUST0023,2026-08-06,2697.2
CUST0022,2026-07-28,1404.41
CUST0052,2026-08-06,1168.46
CUST0023,2026-08-06,2838.49
CUST0215,2026-02-15,529.03
CUST0056,2026-08-11,1973.73
CUST0133,2026-04-21,763.51
CUST0092,2026-08-06,2937.37
CUST0068,2026-07-31,2482.58
CUST0153,2026-04-10,315.43
CUST0223,2026-02-24,369.05
CUST0095,2026-08-13,1974.73
CUST0238,2026-04-05,1180.4
CUST0073,2026-08-02,2981.49
CUST0001,2026-08-04,1931.32
CUST0066,2026-08-01,1242.05
CUST0061,2026-08-10,2443.13
CUST0248,2026-02-18,436.7
CUST0039,2026-08-05,1205.62
CUST0227,2026-05-06,1045.79
CUST0031,2026-08-09,2060.93
CUST0133,2026-02-23,701.58
CUST0204,2026-05-17,416.26
CUST0413,2026-06-09,219.76
CUST0345,2026-08-10,277.98
CUST0318,2026-08-09,596.89
CUST0406,2026-07-05,221.43
CUST0029,2026-08-05,1840.97
CUST0355,2026-08-08,555.41
CUST0208,2026-03-02,895.03
CUST0200,2026-03-15,566.75
CUST0101,2026-07-29,1775.6
CUST0041,2026-08-13,2033.49
CUST0017,2026-08-12,2881.63
CUST0081,2026-08-04,1568.91
CUST0257,2026-08-09,528.62
CUST0001,2026-08-15,1469.33
CUST0119,2026-08-12,1645.58
CUST0024,2026-07-31,2209.92
CUST0033,2026-08-04,2806.08
CUST0100,2026-08-13,1131.15
CUST0008,2026-08-15,2212.47
CUST0103,2026-08-03,2884.91
CUST0011,2026-08-05,2359.6
CUST0009,2026-08-10,1664.81
CUST0471,2026-04-05,361.9
CUST0424,2026-07-05,373.62
CUST0089,2026-07-27,2959.96
CUST0204,2026-03-19,898.83
CUST0258,2026-08-08,148.75
CUST0102,2026-07-31,2603.56
CUST0008,2026-08-12,1321.95
CUST0105,2026-08-08,1397.1
CUST0103,2026-07-28,1949.67
CUST0189,2026-04-04,1033.2
CUST0389,2026-08-02,134.22
CUST0470,2026-05-09,52.5
CUST0118,2026-08-07,1787.39
CUST0419,2026-04-04,380.32
CUST0050,2026-08-04,1344.59
CUST0107,2026-07-30,1592.11
CUST0121,2026-02-10,793.97
CUST0045,2026-07-29,2331.25
CUST0104,2026-08-02,2609.58
CUST0067,2026-08-07,992.81
CUST0135,2026-03-22,311.93
CUST0102,2026-08-06,1095.76
CUST0279,2026-08-02,555.76
CUST0016,2026-07-27,2618.21
CUST0185,2026-04-27,970.66
CUST0347,2026-08-06,382.2
CUST0061,2026-08-14,1819.69
CUST0236,2026-03-12,1171.02
CUST0113,2026-08-12,1344.15
CUST0209,2026-02-18,1135.97
CUST0299,2026-08-09,117.8
CUST0331,2026-08-12,431.68
CUST0021,2026-08-11,858.01
CUST0005,2026-07-30,1358.61
CUST0141,2026-05-02,308.98
CUST0081,2026-08-09,990.13
CUST0030,2026-08-12,1495.63
CUST0045,2026-08-06,903.28
CUST0166,2026-03-31,792.51
CUST0167,2026-03-19,625.26
CUST0038,2026-08-09,1279.65
CUST0171,2026-02-16,336.05
CUST0200,2026-04-11,954.78
CUST0488,2026-05-08,167.21
CUST0351,2026-08-09,306.18
CUST0490,2026-06-05,379.83
CUST0094,2026-07-29,1003.03
CUST0133,2026-03-27,1085.37
CUST0015,2026-08-07,2050.74
CUST0055,2026-08-01,2104.42
CUST0113,2026-07-31,2950.08
CUST0040,2026-08-07,965.3
CUST0229,2026-03-11,617.79
CUST0067,2026-08-06,2709.72
CUST0029,2026-08-11,939.42
CUST0131,2026-05-11,350.56
CUST0312,2026-08-15,168.51
CUST0190,2026-05-05,778.49
CUST0029,2026-08-05,2864.35
CUST0015,2026-07-30,2242.59
CUST0078,2026-07-29,1617.13
CUST0045,2026-08-06,1933.55
CUST0039,2026-08-14,1672.63
CUST0174,2026-01-29,400.43
CUST0033,2026-08-15,839.84
CUST0081,2026-08-03,2676.8
CUST0016,2026-08-12,1618.44
CUST0037,2026-08-04,2627.44
CUST0100,2026-08-14,1875.58
CUST0484,2026-05-13,255.67
CUST0060,2026-08-09,812.67
CUST0293,2026-08-10,471.15
CUST0089,2026-07-31,2356.91
CUST0089,2026-08-02,2819.77
CUST0158,2026-04-28,328.57
CUST0100,2026-07-28,1091.22
CUST0437,2026-04-04,247.9
CUST0006,2026-08-11,2191.07
CUST0263,2026-08-10,529.25
CUST0200,2026-03-02,814.8
CUST0002,2026-08-01,2303.18
CUST0171,2026-05-05,992.5
CUST0237,2026-03-24,1004.18
CUST0161,2026-03-30,902.38
CUST0320,2026-08-13,417.45
CUST0160,2026-02-04,691.85
CUST0073,2026-07-28,1183.04
CUST0384,2026-08-14,111.04
CUST0066,2026-07-29,2533.38
CUST0082,2026-08-12,1719.58
CUST0011,2026-08-15,2621.31
CUST0207,2026-03-19,1148.76
CUST0067,2026-08-02,1058.83
CUST0499,2026-07-16,171.44
CUST0416,2026-05-21,209.89
CUST0235,2026-02-23,821.66
CUST0111,2026-08-15,2907.46
CUST0243,2026-02-08,354.81
CUST0146,2026-03-20,452.89
CUST0110,2026-08-08,2523.04
CUST0440,2026-05-24,272.09
CUST0035,2026-07-28,1261.79
CUST0154,2026-02-20,1135.36
CUST0005,2026-08-15,1327.04
CUST0453,2026-04-29,152.09
CUST0079,2026-08-10,2980.48
CUST0068,2026-08-15,2830.07
CUST0116,2026-08-13,1915.22
CUST0199,2026-04-05,1025.08
CUST0321,2026-08-15,510.63
CUST0029,2026-08-15,1105.41
CUST0071,2026-07-27,1385.24
CUST0130,2026-02-26,1128.69
CUST0221,2026-04-23,930.39
CUST0054,2026-08-01,1366.9
CUST0215,2026-02-23,809.17
CUST0051,2026-07-27,1561.24
CUST0337,2026-08-05,573.89
CUST0097,2026-08-10,2663.71
CUST0023,2026-08-01,1672.39
CUST0016,2026-08-11,1324.91
CUST0110,2026-08-06,1493.32
CUST0200,2026-03-05,896.52
CUST0486,2026-03-30,228.66
CUST0442,2026-04-30,84.73
CUST0067,2026-08-10,1150.47
CUST0135,2026-02-27,973.52
CUST0069,2026-08-10,800.73
CUST0125,2026-03-12,635.93
CUST0124,2026-04-09,454.9
CUST0014,2026-08-15,1808.16
CUST0134,2026-04-09,508.61
CUST0172,2026-03-24,881.94
CUST0095,2026-07-28,2106.05
CUST0036,2026-07-31,991.24
CUST0069,2026-08-03,2860.19
CUST0258,2026-08-12,173.35
CUST0021,2026-07-30,2644.32
CUST0074,2026-08-14,1081.81
CUST0108,2026-07-30,1073.61
CUST0154,2026-04-20,774.91
CUST0220,2026-04-29,920.38
CUST0043,2026-08-11,892.61
CUST0074,2026-07-27,1067.3
CUST0104,2026-08-01,2015.5
CUST0234,2026-01-28,766.71
CUST0045,2026-08-13,2617.65
CUST0122,2026-02-21,599.21
CUST0496,2026-05-05,145.08
CUST0101,2026-08-03,1766.13
CUST0172,2026-02-24,853.62
CUST0051,2026-08-14,2554.63
CUST0177,2026-04-10,1152.45
CUST0065,2026-08-10,2072.45
CUST0034,2026-08-14,2820.6
CUST0481,2026-05-20,220.59
CUST0125,2026-04-21,908.42
CUST0119,2026-08-15,2927.48
CUST0204,2026-04-17,920.18
CUST0308,2026-08-15,528.77
CUST0224,2026-01-28,1094.95
CUST0130,2026-04-11,899.82
CUST0306,2026-08-12,594.42
CUST0093,2026-08-02,1163.45
CUST0022,2026-08-04,2596.05
CUST0045,2026-08-07,2841.06
CUST0096,2026-08-04,2556.44
CUST0106,2026-07-30,2311.44
CUST0146,2026-02-08,904.04
CUST0230,2026-04-03,1037.65
CUST0204,2026-02-12,720.91
CUST0032,2026-08-10,1681.87
CUST0040,2026-07-30,1101.0
CUST0079,2026-08-12,1891.57
CUST0248,2026-04-28,654.2
CUST0240,2026-03-25,353.26
CUST0238,2026-04-03,502.19
CUST0010,2026-08-02,2926.64
CUST0363,2026-08-12,391.56
CUST0146,2026-03-15,941.91
CUST0032,2026-07-28,2326.69
CUST0295,2026-08-15,215.92
CUST0172,2026-03-06,721.5
CUST0117,2026-08-06,1241.23
CUST0103,2026-08-08,1678.02
CUST0042,2026-07-30,1984.48
CUST0175,2026-02-14,1070.84
CUST0110,2026-07-28,1123.32
CUST0311,2026-08-13,109.14
CUST0043,2026-07-29,1451.88
CUST0027,2026-08-11,1598.78
CUST0007,2026-07-27,2219.38
CUST0186,2026-05-01,1051.13
CUST0243,2026-04-08,415.74
CUST0087,2026-08-15,2641.49
CUST0401,2026-06-30,92.46
CUST0096,2026-08-12,1664.54
CUST0475,2026-06-30,321.07
CUST0125,2026-02-07,524.57
CUST0108,2026-08-15,2758.47
CUST0110,2026-08-01,931.38
CUST0053,2026-08-10,2156.53
CUST0240,2026-03-19,1194.67
CUST0027,2026-08-01,2085.24
CUST0118,2026-08-06,1860.11
CUST0219,2026-03-19,990.75
CUST0229,2026-04-05,713.4
CUST0193,2026-02-14,1123.55
CUST0085,2026-08-08,2766.78
CUST0142,2026-05-03,719.68
CUST0108,2026-08-02,1332.16
CUST0413,2026-05-16,54.2
CUST0403,2026-04-23,266.02
CUST0101,2026-08-12,1428.72
CUST0237,2026-04-13,592.43
CUST0034,2026-07-29,2259.78
CUST0068,2026-08-12,1097.37
CUST0089,2026-08-12,2729.93
CUST0096,2026-08-15,985.66
CUST0183,2026-05-07,779.06
CUST0003,2026-08-05,1237.45
CUST0073,2026-08-11,2009.16
CUST0372,2026-08-08,496.97
CUST0074,2026-07-29,1508.87
CUST0370,2026-08-15,315.43
CUST0164,2026-03-17,423.43
CUST0106,2026-08-01,2876.76
CUST0096,2026-08-08,2757.23
CUST0003,2026-08-15,2133.11
CUST0199,2026-04-21,938.49
CUST0012,2026-08-15,1773.17
CUST0102,2026-08-05,2718.51
CUST0055,2026-08-14,2687.57
CUST0472,2026-05-18,296.97
CUST0324,2026-08-04,320.04
CUST0155,2026-04-06,943.59
CUST0048,2026-08-12,1182.26
CUST0288,2026-08-06,123.03
CUST0335,2026-08-09,230.46
CUST0097,2026-08-06,2220.81
CUST0104,2026-08-03,2267.08
CUST0044,2026-08-03,2976.21
CUST0025,2026-08-01,1925.65
CUST0211,2026-03-03,435.62
CUST0067,2026-08-10,2822.66
CUST0220,2026-03-01,343.28
CUST0059,2026-07-31,2232.71
CUST0012,2026-08-03,1227.64
CUST0133,2026-04-25,529.39
CUST0412,2026-03-21,351.87
CUST0215,2026-03-06,797.8
CUST0005,2026-08-05,1513.56
CUST0064,2026-08-14,1403.99
CUST0186,2026-03-10,1140.37
CUST0438,2026-04-02,62.05
CUST0078,2026-07-28,1896.16
CUST0239,2026-02-25,1029.42
CUST0160,2026-05-10,1146.7
CUST0120,2026-08-03,2915.33
CUST0080,2026-08-12,909.65
CUST0004,2026-08-12,2796.65
CUST0020,2026-08-05,1418.12
CUST0038,2026-08-06,2068.34
CUST0056,2026-08-01,2710.2
CUST0167,2026-03-06,743.31
CUST0175,2026-02-04,412.94
CUST0169,2026-02-11,1134.41
CUST0113,2026-08-08,1155.68
CUST0498,2026-05-03,109.66
CUST0245,2026-03-31,459.59
CUST0104,2026-08-08,2020.25
CUST0095,2026-08-06,1904.74
CUST0233,2026-02-18,1143.24
CUST0228,2026-02-06,1007.33
CUST0058,2026-08-10,2709.91
CUST0392,2026-08-13,270.0
CUST0136,2026-04-02,646.32
CUST0314,2026-08-04,308.7
CUST0081,2026-08-05,1106.34
CUST0131,2026-03-19,1050.28
CUST0475,2026-04-23,77.72
CUST0100,2026-08-13,2736.69
CUST0185,2026-01-29,1014.54
CUST0116,2026-08-11,1722.79
CUST0330,2026-08-15,351.67
CUST0356,2026-08-08,253.84
CUST0153,2026-04-24,861.37
CUST0126,2026-03-30,787.79
CUST0126,2026-02-24,1161.82
CUST0282,2026-08-14,183.73
CUST0087,2026-07-30,2651.18
CUST0073,2026-08-04,1926.89
CUST0444,2026-05-27,121.68
CUST0135,2026-02-26,610.3
CUST0030,2026-07-28,2173.02
CUST0045,2026-08-07,1210.16
CUST0071,2026-08-12,2702.25
CUST0053,2026-08-06,1764.94
CUST0033,2026-08-12,2821.25
CUST0022,2026-08-14,1847.66
CUST0011,2026-08-03,979.51
CUST0025,2026-08-07,1583.18
CUST0184,2026-03-25,681.19
CUST0087,2026-08-13,868.45
CUST0109,2026-08-04,1076.21
CUST0001,2026-08-09,1780.83
CUST0044,2026-08-05,2094.82
CUST0211,2026-04-12,954.15
CUST0027,2026-07-29,1784.31
CUST0139,2026-04-22,761.06
CUST0118,2026-08-12,2966.69
CUST0069,2026-08-07,2521.93
CUST0021,2026-07-30,1415.48
CUST0029,2026-07-29,1799.39
CUST0245,2026-02-18,799.62
CUST0110,2026-08-08,1255.61
CUST0021,2026-08-14,982.05
CUST0052,2026-08-13,2771.69
CUST0485,2026-06-26,187.29
CUST0018,2026-07-29,1831.05
CUST0399,2026-08-02,448.1
CUST0036,2026-07-28,2236.04
CUST0491,2026-07-15,207.48
CUST0131,2026-02-15,677.45
CUST0149,2026-04-03,1043.33
CUST0153,2026-02-22,662.1
CUST0380,2026-08-05,406.58
CUST0473,2026-07-09,93.63
CUST0158,2026-04-08,834.67
CUST0151,2026-04-10,385.43
CUST0019,2026-08-10,2564.64
CUST0031,2026-08-14,2477.41
CUST0041,2026-08-09,874.68
CUST0089,2026-08-12,1012.38
CUST0055,2026-08-11,1515.42
CUST0023,2026-07-27,1810.1
CUST0246,2026-04-30,1097.32
CUST0067,2026-08-05,2064.09
CUST0084,2026-08-06,1784.73
CUST0109,2026-08-10,2477.08
CUST0447,2026-04-28,301.19
CUST0002,2026-08-09,1175.15
CUST0162,2026-03-15,569.45
CUST0054,2026-08-14,1870.67
CUST0107,2026-08-04,2998.83
CUST0415,2026-06-08,219.22
CUST0074,2026-08-12,2504.19
CUST0152,2026-01-29,719.24
CUST0115,2026-08-11,2382.15
CUST0243,2026-05-12,1117.21
CUST0116,2026-07-28,2106.37
CUST0228,2026-04-06,733.15
CUST0028,2026-08-05,2704.12
CUST0212,2026-04-03,911.67
CUST0013,2026-08-11,1676.71
CUST0074,2026-08-08,1050.7
CUST0168,2026-04-09,1139.09
CUST0089,2026-08-07,827.29
CUST0290,2026-08-07,317.63
CUST0126,2026-03-31,306.01
CUST0083,2026-08-13,2800.28
